,T,V,V_c,I,P,V_gen,Mediciones p/s,Fecha,Periodo,Distancia
0,0.1319980885,160.20171316453994,3.05175e-05,2.0619932432432434e-09,0.193,1.54,0.3,Fri Oct 18 12:53:26 2024,10.0,15.6
1,0.5827322450000001,681.9416011158188,25.3013810335,0.0017095527725337837,0.192,,,,,
2,0.43647288500000003,525.0086855488715,4.724116202499999,0.0003191970407094594,0.188,,,,,
3,0.06925601,84.05375896620293,-1.47905e-05,-9.99358108108108e-10,0.192,,,,,
4,0.383345025,465.25322016033465,4.3237000000000006e-05,2.9214189189189194e-09,0.189,,,,,
5,0.56799097,660.496682954279,28.855297999999998,0.0019496822972972971,0.193,,,,,
6,0.22565734,273.8729426685911,-4.22845e-05,-2.857060810810811e-09,0.193,,,,,
7,0.19225312500000002,233.3312701764469,3.18395e-05,2.1513175675675676e-09,0.189,,,,,
8,0.565616745,661.5717405975454,24.898721470999998,0.0016823460453378378,0.194,,,,,
9,0.419096285,505.0175014951153,3.625891683,0.00024499268128378376,0.189,,,,,
10,0.0613978725,74.51660099427158,-2.0150999999999997e-05,-1.361554054054054e-09,0.189,,,,,
11,0.40766305,494.7672080226196,4.34345e-05,2.9347635135135134e-09,0.189,,,,,
12,0.55697839,650.928809387651,25.057564999999997,0.001693078716216216,0.193,,,,,
13,0.202953535,246.3180859308164,-4.7822e-05,-3.231216216216216e-09,0.19,,,,,
14,0.210414555,255.37319928488884,3.3692499999999996e-05,2.27652027027027e-09,0.19,,,,,
15,0.5807670300000001,681.8820412000081,22.975824064,0.001552420544864865,0.193,,,,,
16,0.396731345,479.1572198971294,2.342580324,0.00015828245432432432,0.188,,,,,
17,0.08168668600000001,99.14046715150182,-1.98805e-05,-1.343277027027027e-09,0.188,,,,,
18,0.43123153,523.3714960605549,4.53135e-05,3.061722972972973e-09,0.193,,,,,
19,0.5417318799999999,635.9931020708203,21.489084000000002,0.0014519651351351352,0.193,,,,,
20,0.179308255,217.6205936833735,-5.51285e-05,-3.7248986486486485e-09,0.193,,,,,
21,0.23350439499999998,283.39657827234873,3.4978e-05,2.3633783783783786e-09,0.191,,,,,
22,0.5921842500000001,678.0975556056198,40.617014499999996,0.0027443928716216212,0.191,,,,,
23,0.33135344499999997,402.15283758883663,-4.6838e-05,-3.16472972972973e-09,0.194,,,,,
24,0.0978527545,118.76066482343965,8.707e-06,5.883108108108108e-10,0.193,,,,,
25,0.498323655,584.0270325075473,20.772016904500003,0.0014035146557094596,0.194,,,,,
26,0.49427687,587.3299425003579,12.5576569,0.0008484903310810811,0.192,,,,,
27,0.123972791,150.46176657005927,-6.2821e-05,-4.244662162162162e-09,0.192,,,,,
28,0.30000934,364.11144019656365,4.0015499999999997e-05,2.70375e-09,0.189,,,,,
29,0.573425825,655.4787914248374,40.4692945,0.00273441179054054,0.192,,,,,
30,0.29520064,358.275375195397,-5.6200500000000005e-05,-3.797331081081081e-09,0.193,,,,,
31,0.10562024549999999,128.18780283969116,1.9344e-05,1.307027027027027e-09,0.192,,,,,
32,0.5214578049999999,632.8649603413589,0.011246935,7.599280405405405e-07,0.191,,,,,
33,0.477865875,570.953888408564,9.016225485500001,0.0006092044246959461,0.189,,,,,
34,0.10708746699999999,129.96860221136737,-6.14935e-05,-4.154966216216216e-09,0.189,,,,,
35,0.324343735,393.64529620057016,3.9802500000000004e-05,2.6893581081081084e-09,0.193,,,,,
36,0.5753236399999999,660.0076931443367,38.2437085,0.002584034358108108,0.193,,,,,
37,0.28961017,351.4904041265192,-5.49155e-05,-3.7105067567567566e-09,0.19,,,,,
38,0.115575416,140.2700629651191,2.26125e-05,1.5278716216216216e-09,0.191,,,,,
39,0.54749282,639.5230547950092,24.9509948985,0.0016858780336824323,0.191,,,,,
40,0.46023713,551.4463440246401,7.128341193,0.0004816446752027027,0.191,,,,,
41,0.090939033,110.36974421526041,-2.73435e-05,-1.8475337837837839e-09,0.191,,,,,
42,0.3471051,421.27001500791454,4.19515e-05,2.834560810810811e-09,0.193,,,,,
43,0.5689061799999999,655.3030547652909,35.1596865,0.002375654493243243,0.192,,,,,
44,0.263741365,320.094279872127,-4.94615e-05,-3.341993243243243e-09,0.189,,,,,
45,0.14344195199999998,174.09075669332378,2.8171e-05,1.9034459459459457e-09,0.19,,,,,
46,0.56823033,664.5571788834527,25.0853054395,0.0016949530702364865,0.193,,,,,
47,0.4446192,534.0581424415002,5.561574207,0.0003757820410135135,0.189,,,,,
48,0.076724367,93.1178636366442,-1.99165e-05,-1.3457094594594596e-09,0.189,,,,,
49,0.372746635,452.39030210345885,4.3523500000000004e-05,2.9407770270270273e-09,0.191,,,,,
50,0.57036032,661.1031357126636,31.124447500000002,0.0021030032094594597,0.194,,,,,
51,0.24082607,292.28273687260844,-4.72025e-05,-3.189358108108108e-09,0.189,,,,,
52,0.197539735,239.74745558107045,3.1319e-05,2.1161486486486486e-09,0.193,,,,,
53,0.59192716,693.0496587139027,25.3528897045,0.0017130330881418919,0.194,,,,,
54,0.432022915,519.6999297063993,4.632089644,0.00031297903,0.193,,,,,
55,0.063024497,76.49078268592591,-2.1124e-05,-1.4272972972972974e-09,0.191,,,,,
56,0.394305925,478.55610407022647,4.3575499999999996e-05,2.94429054054054e-09,0.189,,,,,
57,0.5638787350000001,657.1555194277178,27.205577,0.0018382146621621622,0.193,,,,,
58,0.21727670999999998,263.70165281255305,-4.77435e-05,-3.2259121621621622e-09,0.193,,,,,
59,0.2000792,242.82951870292825,3.34425e-05,2.2596283783783784e-09,0.189,,,,,
