,T,V,V_c,I,P,V_gen,Mediciones p/s,Fecha,Periodo,Distancia
0,0.52692698,613.037712803455,26.4762525,0.0017889359797297298,0.191,1.54,0.3,Fri Oct 18 12:23:49 2024,50.0,15.6
1,0.469731595,555.697087481068,14.400718000000001,0.0009730214864864865,0.193,,,,,
2,0.408418295,492.7360166112159,2.9478508915000003,0.00019917911429054056,0.193,,,,,
3,0.33345137,404.6989861749297,-1.27715e-05,-8.629391891891891e-10,0.189,,,,,
4,0.249845255,303.22898643417994,-8.222999999999999e-06,-5.55608108108108e-10,0.192,,,,,
5,0.16657518500000001,202.16683728986015,-7.494e-06,-5.063513513513513e-10,0.192,,,,,
6,0.081495278,98.90815775593477,-1.60865e-05,-1.0869256756756756e-09,0.193,,,,,
7,0.019408485,23.555455120359955,-1.4472999999999998e-05,-9.779054054054052e-10,0.189,,,,,
8,0.0819847615,99.50220421913534,7.494e-06,5.063513513513513e-10,0.192,,,,,
9,0.164501165,199.64964989545285,9.961e-06,6.730405405405405e-10,0.192,,,,,
10,0.248365655,301.4332247757057,1.15225e-05,7.785472972972973e-10,0.192,,,,,
11,0.33211267499999997,403.0742314150198,1.1845e-05,8.003378378378378e-10,0.191,,,,,
12,0.416630425,505.6506459867256,1.39165e-05,9.40304054054054e-10,0.192,,,,,
13,0.50045574,607.3866767584345,1.4176e-05,9.578378378378377e-10,0.192,,,,,
14,0.58447833,709.3621334243709,1.4727999999999999e-05,9.951351351351351e-10,0.188,,,,,
15,0.66991555,788.3105114071412,24.7439839215,0.0016718908055067567,0.192,,,,,
16,0.6002691,683.6586119514636,44.868275,0.0030316402027027027,0.188,,,,,
17,0.544144675,630.024070098473,30.386446,0.002053138243243243,0.192,,,,,
18,0.48558353,571.904523231301,17.432255,0.0011778550675675676,0.188,,,,,
19,0.42367011,507.4624312237694,6.7320630999999995,0.00045486912837837835,0.188,,,,,
20,0.36353488,441.21035601959363,-1.48165e-05,-1.0011148648648649e-09,0.189,,,,,
21,0.279576065,339.3122918630551,-6.2555e-06,-4.226689189189189e-10,0.192,,,,,
22,0.19611344,238.01644489594887,-5.3815e-06,-3.6361486486486486e-10,0.191,,,,,
23,0.111859325,135.75999392194757,-5.912e-06,-3.994594594594595e-10,0.192,,,,,
24,0.0284786505,34.56363161199747,-2.9065499999999998e-05,-1.963885135135135e-09,0.193,,,,,
25,0.0451373835,54.781753207335385,6.3175e-06,4.268581081081081e-10,0.192,,,,,
26,0.13887645999999998,168.54978583551843,1.1371500000000001e-05,7.683445945945947e-10,0.193,,,,,
27,0.21931856,266.179718741792,1.25945e-05,8.509797297297297e-10,0.192,,,,,
28,0.3026387,367.30263386873906,1.4197e-05,9.592567567567566e-10,0.192,,,,,
29,0.38666961499999997,469.288194511687,1.4551e-05,9.831756756756756e-10,0.192,,,,,
30,0.47064698,571.2087644443308,1.37395e-05,9.283445945945946e-10,0.193,,,,,
31,0.554059605,672.4439262275102,1.4692e-05,9.927027027027026e-10,0.191,,,,,
32,0.6387835150000001,775.2705521940584,1.4988e-05,1.0127027027027027e-09,0.191,,,,,
33,0.61157076,690.8041834173907,51.439156999999994,0.003475618716216216,0.192,,,,,
34,0.569725065,654.69014708822,36.766448,0.0024842194594594594,0.189,,,,,
35,0.513213775,599.548052893811,23.322646,0.0015758544594594594,0.193,,,,,
36,0.45267208999999997,538.0293814922768,11.3638632,0.0007678285945945946,0.191,,,,,
37,0.389999745,473.3299087380423,-3.0293999999999998e-05,-2.0468918918918916e-09,0.192,,,,,
38,0.30929178999999996,375.3772913144945,-6.4794999999999995e-06,-4.3780405405405403e-10,0.192,,,,,
39,0.22572318,273.95281358965065,-5.3605e-06,-3.6219594594594594e-10,0.192,,,,,
40,0.14140928,171.6238026976742,-5.0635e-06,-3.421283783783784e-10,0.192,,,,,
41,0.057049945000000005,69.23967454830394,-3.0475999999999998e-05,-2.059189189189189e-09,0.189,,,,,
42,0.023130954000000002,28.07328304310481,-4.059e-06,-2.7425675675675674e-10,0.188,,,,,
43,0.1074778265,130.44229738313643,9.836e-06,6.645945945945946e-10,0.189,,,,,
44,0.18826382,228.4896021214552,1.14705e-05,7.750337837837838e-10,0.192,,,,,
45,0.27248029,330.7003641481498,1.24485e-05,8.411148648648648e-10,0.192,,,,,
46,0.35635929,432.50155067672785,1.2672e-05,8.562162162162162e-10,0.192,,,,,
47,0.44070321999999995,534.8670063741749,1.3994e-05,9.455405405405406e-10,0.191,,,,,
48,0.524274795,636.2950809926141,1.45045e-05,9.800337837837837e-10,0.192,,,,,
49,0.6086390500000001,738.6852056408553,1.46605e-05,9.905743243243243e-10,0.19,,,,,
50,0.6428115249999999,753.4776019300339,26.681628663,0.0018028127475,0.193,,,,,
51,0.590898755,674.9374465545121,42.2169605,0.002852497331081081,0.191,,,,,
52,0.534088805,620.0838810295211,28.122156,0.0019001456756756758,0.191,,,,,
53,0.47470027000000004,560.8223096003217,15.3058135,0.0010341765878378378,0.19,,,,,
54,0.412191175,496.93058705908567,3.332300955,0.00022515546993243243,0.189,,,,,
55,0.33810553,410.3475825194615,-8.02e-06,-5.418918918918918e-10,0.193,,,,,
56,0.254881625,309.3414616790538,-6.6509999999999995e-06,-4.4939189189189185e-10,0.192,,,,,
57,0.17174929500000002,208.44648387027343,-6.7444999999999995e-06,-4.5570945945945944e-10,0.191,,,,,
58,0.087104713,105.7161416612846,-1.30105e-05,-8.790878378378379e-10,0.191,,,,,
59,0.021018842500000003,25.509897310009038,-1.86675e-05,-1.2613175675675675e-09,0.188,,,,,
60,0.075123456,91.17486246121378,8.170499999999999e-06,5.520608108108108e-10,0.19,,,,,
61,0.15900573,192.98001986053617,1.10695e-05,7.479391891891892e-10,0.191,,,,,
62,0.24244831499999997,294.25154311648566,1.2017e-05,8.119594594594595e-10,0.192,,,,,
63,0.327199205,397.1109135517011,1.2584e-05,8.502702702702703e-10,0.192,,,,,
64,0.41180833,499.7982279531043,1.3661500000000001e-05,9.230743243243244e-10,0.192,,,,,
65,0.494965945,600.7238932632355,1.38275e-05,9.342905405405404e-10,0.189,,,,,
66,0.578709365,702.360530419315,1.4431499999999999e-05,9.751013513513512e-10,0.188,,,,,
67,0.6622345000000001,803.7322328748763,2.44025e-05,1.6488175675675675e-09,0.189,,,,,
68,0.60927323,691.915058733614,47.539845,0.003212151689189189,0.188,,,,,
69,0.5545461,640.0537749189375,32.980609,0.002228419527027027,0.19,,,,,
70,0.49626829499999997,582.6127040016316,19.6918225,0.0013305285472972974,0.191,,,,,
71,0.43547163,520.0125788505637,8.5050326,0.0005746643648648649,0.188,,,,,
72,0.37827313500000004,458.04814684534483,1.049530278,7.091420797297297e-05,0.188,,,,,
73,0.29510968000000004,358.16493345406616,-9.623e-06,-6.502027027027027e-10,0.193,,,,,
74,0.21067477,255.68905238594527,-5.011499999999999e-06,-3.3861486486486484e-10,0.192,,,,,
75,0.127079,154.23161273684713,-5.168e-06,-3.491891891891892e-10,0.192,,,,,
76,0.042081208,51.072604825823824,-2.51055e-05,-1.6963175675675674e-09,0.19,,,,,
77,0.040101873499999996,48.67032625870925,2.03e-07,1.3716216216216217e-11,0.193,,,,,
78,0.119813445,145.4136310329633,1.1116500000000001e-05,7.511148648648649e-10,0.191,,,,,
79,0.203080195,246.47174873635,1.2453499999999999e-05,8.414527027027026e-10,0.192,,,,,
80,0.287089485,348.43106377021087,1.28645e-05,8.69222972972973e-10,0.193,,,,,
81,0.37105625,450.3387675350802,1.3349e-05,9.019594594594595e-10,0.193,,,,,
82,0.45497473499999996,552.1878756535183,1.363e-05,9.209459459459459e-10,0.192,,,,,
83,0.538814855,653.9418745948612,1.4061999999999999e-05,9.50135135135135e-10,0.193,,,,,
84,0.62300917,756.1257482418799,1.4624000000000001e-05,9.881081081081081e-10,0.193,,,,,
85,0.601916185,678.9302314068105,51.5956685,0.0034861938175675677,0.193,,,,,
86,0.581431695,665.8779033392898,39.786643999999995,0.0026882867567567565,0.19,,,,,
87,0.52431408,610.5507704110446,25.792004,0.0017427029729729729,0.188,,,,,
88,0.46428022,550.1717937292158,13.309857000000001,0.0008993146621621622,0.188,,,,,
89,0.40108105000000005,484.47045566395366,2.3084386214999997,0.00015597558253378375,0.187,,,,,
90,0.32550331,395.0526825173341,-8.4305e-06,-5.696283783783784e-10,0.188,,,,,
91,0.24097106499999998,292.45867077181043,-5.4335e-06,-3.6712837837837835e-10,0.19,,,,,
92,0.15726720500000002,190.87004544962704,-5.199e-06,-3.5128378378378374e-10,0.191,,,,,
93,0.072443681,87.92253337574485,-1.7627e-05,-1.1910135135135135e-09,0.193,,,,,
94,0.021175015499999998,25.699432360097397,-1.1677999999999999e-05,-7.89054054054054e-10,0.188,,,,,
95,0.089935631,109.15191166308476,9.1645e-06,6.19222972972973e-10,0.192,,,,,
96,0.17270311500000002,209.60408573889035,1.13865e-05,7.693581081081082e-10,0.189,,,,,
97,0.25661807000000003,311.44890805579405,1.3224e-05,8.935135135135135e-10,0.188,,,,,
98,0.34071377999999997,413.5131072521313,1.45875e-05,9.85641891891892e-10,0.188,,,,,
99,0.424699875,515.4442710834819,1.51915e-05,1.0264527027027028e-09,0.193,,,,,
