,T,V,V_c,I,P,Voltaje desde Gen Fun,Mediciones p/s,Fecha,Periodo,Distancia
0,0.14102088499999998,171.1524089185184,6.4635e-06,4.3672297297297296e-10,0.191,1.62,0.1,Fri Oct 18 11:15:42 2024,50.0,15.6
1,0.224330975,272.26312635712276,8.3995e-06,5.675337837837837e-10,0.191,,,,,
2,0.30223468,366.8122918713874,1.0393e-05,7.022297297297298e-10,0.191,,,,,
3,0.381509885,463.0260025983697,1.1668e-05,7.883783783783784e-10,0.191,,,,,
4,0.460142995,558.4604258931126,1.07675e-05,7.275337837837838e-10,0.191,,,,,
5,0.539509805,654.7853153537365,1.1288000000000001e-05,7.627027027027027e-10,0.191,,,,,
6,0.61672605,748.5001328135686,1.3718e-05,9.268918918918919e-10,0.191,,,,,
7,0.6949913400000001,816.3069102972368,27.181247578,0.0018365707822972973,0.191,,,,,
8,0.634336625,715.5328813759036,54.340641500000004,0.0036716649662162167,0.191,,,,,
9,0.58425313,668.9496668105204,40.1391635,0.002712105641891892,0.191,,,,,
10,0.5307332,616.7645559775569,27.3688935,0.0018492495608108106,0.191,,,,,
11,0.47492383,560.8945935280483,15.504857,0.001047625472972973,0.191,,,,,
12,0.417179375,500.4563023844145,5.8606001,0.00039598649324324326,0.191,,,,,
13,0.35124340499999995,426.29259426303804,-1.24745e-05,-8.428716216216217e-10,0.191,,,,,
14,0.272323215,330.50974834329344,-8.514e-06,-5.752702702702703e-10,0.191,,,,,
15,0.1936526,235.02980636364475,-7.515e-06,-5.077702702702703e-10,0.191,,,,,
16,0.11544439000000001,140.11107120331496,-7.5775e-06,-5.119932432432432e-10,0.191,,,,,
17,0.035131104999999996,42.637474707280084,-6.677000000000001e-06,-4.511486486486487e-10,0.192,,,,,
18,0.043131648,52.34745992033231,4.3195e-06,2.918581081081081e-10,0.191,,,,,
19,0.12547667,152.28690492273296,7.364000000000001e-06,4.975675675675677e-10,0.191,,,,,
20,0.20412216,247.73635038227465,9.498e-06,6.417567567567568e-10,0.191,,,,,
21,0.28156901,341.7310471783948,1.03045e-05,6.962499999999999e-10,0.191,,,,,
22,0.36002234499999997,436.94728134850953,1.1517e-05,7.781756756756757e-10,0.191,,,,,
23,0.43880410999999997,532.5621207977181,1.2152e-05,8.210810810810811e-10,0.191,,,,,
24,0.520667655,631.9172153714429,1.2807499999999999e-05,8.653716216216216e-10,0.191,,,,,
25,0.605721635,735.1444359482082,1.3609000000000001e-05,9.195270270270271e-10,0.191,,,,,
26,0.68398457,830.1295862122416,1.65025e-05,1.1150337837837838e-09,0.191,,,,,
27,0.5705302649999999,671.7829468762214,20.650893,0.001395330608108108,0.195,,,,,
28,0.50052864,587.5119627695627,19.9632045,0.0013488651689189189,0.195,,,,,
29,0.5455923549999999,631.242926756066,30.924591,0.002089499391891892,0.193,,,,,
30,0.48962068000000003,575.6877320600144,18.5488025,0.0012532974662162162,0.191,,,,,
31,0.432973135,517.0317205482816,8.4535496,0.0005711857837837838,0.191,,,,,
32,0.37293142,451.77384246250114,0.8407706485,5.680882760135136e-05,0.191,,,,,
33,0.29409497500000004,356.9334207506106,-1.10435e-05,-7.461824324324324e-10,0.191,,,,,
34,0.215123645,261.08850994888974,-9.139e-06,-6.175e-10,0.191,,,,,
35,0.13684287,166.08170457392646,-8.743499999999999e-06,-5.90777027027027e-10,0.191,,,,,
36,0.0575146655,69.80366777390532,-7.6975e-06,-5.201013513513514e-10,0.191,,,,,
37,0.0237923145,28.875948440794364,2.0555e-06,1.3888513513513514e-10,0.191,,,,,
38,0.09451856750000001,114.7140742489628,6.0525e-06,4.089527027027027e-10,0.191,,,,,
39,0.17215152,208.93463570309342,8.6915e-06,5.872635135135135e-10,0.191,,,,,
40,0.250475085,303.9933723813426,9.81e-06,6.628378378378378e-10,0.191,,,,,
41,0.32907409,399.3864016369846,1.08305e-05,7.317905405405405e-10,0.191,,,,,
42,0.40696261499999997,493.9171438509345,1.2657000000000001e-05,8.552027027027028e-10,0.192,,,,,
43,0.48591865,589.7434892771186,1.3089e-05,8.843918918918919e-10,0.191,,,,,
44,0.564703945,685.3626135958614,1.30995e-05,8.851013513513514e-10,0.191,,,,,
45,0.64269968,780.0234739498059,1.4041e-05,9.487162162162163e-10,0.191,,,,,
46,0.667465465,753.8916841530196,56.1892235,0.003796569155405405,0.191,,,,,
47,0.6257168399999999,708.3762039939573,51.035769,0.0034483627702702703,0.191,,,,,
48,0.5740103599999999,659.419156851507,37.23836,0.0025161054054054052,0.191,,,,,
49,0.520255725,606.8406407704464,24.5766415,0.001660583885135135,0.191,,,,,
50,0.46289278,548.7160463806506,13.081714,0.0008838995945945945,0.191,,,,,
51,0.40515334999999997,487.345609564438,4.37570145,0.0002956555033783784,0.191,,,,,
52,0.335086745,406.68378622896734,-1.1912500000000002e-05,-8.048986486486487e-10,0.191,,,,,
53,0.256577695,311.3999275246718,-8.055999999999999e-06,-5.443243243243242e-10,0.191,,,,,
54,0.17778908,215.77677250899583,-6.7444999999999995e-06,-4.5570945945945944e-10,0.191,,,,,
55,0.09869578,119.78383301516804,-7.1299999999999995e-06,-4.817567567567567e-10,0.192,,,,,
56,0.026218451499999997,31.820480801542825,-7.5305e-06,-5.088175675675676e-10,0.191,,,,,
57,0.046037299,55.87395330264402,4.101e-06,2.770945945945946e-10,0.191,,,,,
58,0.13214629,160.38160305295372,7.921e-06,5.352027027027026e-10,0.191,,,,,
59,0.20902145,253.68245692642716,1.0277999999999999e-05,6.944594594594594e-10,0.191,,,,,
