,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo
0,0.02521898,30.607364545594507,8.3e-05,5.608108108108108e-09,0.522,2.77,4.5,0.3,Fri Oct 25 10:52:08 2024,20.0
1,0.47414603,482.4222102199168,93.03325,0.006286030405405405,0.52,,,,,
2,0.48921046,488.61583402234186,105.12283,0.007102893918918918,0.522,,,,,
3,0.49135156,493.926116754073,102.41113,0.006919670945945946,0.522,,,,,
4,0.47562458,487.9040627823853,89.345865,0.006036882770270271,0.522,,,,,
5,0.45248393,472.54148908160823,76.623392,0.005177256216216216,0.522,,,,,
6,0.43368129,462.5778716078532,63.766863,0.004308571824324325,0.522,,,,,
7,0.40360125,438.1483682331948,51.68921,0.0034925141891891894,0.52,,,,,
8,0.38237853,424.24884816661006,39.831412,0.002691311621621622,0.522,,,,,
9,0.36022126,408.95601446636067,28.232695,0.001907614527027027,0.52,,,,,
10,0.33494649,388.98594143054936,17.52761,0.001184297972972973,0.522,,,,,
11,0.32419216,393.46136440503074,1e-05,6.756756756756757e-10,0.522,,,,,
12,0.27908256,338.71335580141664,-2.1e-05,-1.4189189189189188e-09,0.522,,,,,
13,0.23359634,283.508224876321,-2.1e-05,-1.4189189189189188e-09,0.522,,,,,
14,0.1864084,226.23777229121794,-2.1e-05,-1.4189189189189188e-09,0.52,,,,,
15,0.14286801,173.3942623137586,-5.2e-05,-3.5135135135135133e-09,0.52,,,,,
16,0.0958335,116.31000167925552,-3.1e-05,-2.094594594594595e-09,0.522,,,,,
17,0.05336715,64.77001976601011,-6.3e-05,-4.256756756756757e-09,0.522,,,,,
18,0.02337777,28.372873455037947,-4.2e-05,-2.8378378378378377e-09,0.522,,,,,
19,0.02300813,27.924221530252986,-1e-05,-6.756756756756757e-10,0.52,,,,,
20,0.08470256,102.80073546892663,-2.1e-05,-1.4189189189189188e-09,0.522,,,,,
21,0.12679928,153.89213059405853,-1e-05,-6.756756756756757e-10,0.518,,,,,
22,0.17620504,213.85429945452836,-3.1e-05,-2.094594594594595e-09,0.514,,,,,
23,0.21827386,264.9118342662161,-2.1e-05,-1.4189189189189188e-09,0.51,,,,,
24,0.26760987,324.78930784307556,0.0,0.0,0.512,,,,,
25,0.31068299,377.0657385720383,0.0,0.0,0.51,,,,,
26,0.35880548,435.47043379080594,-1e-05,-6.756756756756757e-10,0.51,,,,,
27,0.4023668,488.3394088216842,-4.2e-05,-2.8378378378378377e-09,0.51,,,,,
28,0.37119179,410.8821843293928,39.621097,0.0026771011486486484,0.51,,,,,
29,0.39807762,431.7452499615252,51.38848,0.0034721945945945945,0.51,,,,,
30,0.42650476,454.20011790636795,63.434698,0.004286128243243243,0.51,,,,,
31,0.44684872,466.4036168295048,75.921995,0.005129864527027027,0.51,,,,,
32,0.46814815,479.7305273030539,88.445503,0.0059760475000000006,0.51,,,,,
33,0.48937087,492.84602836963853,101.08732,0.0068302243243243245,0.51,,,,,
34,0.50453992,508.2820060291434,104.06152,0.007031183783783784,0.51,,,,,
35,0.47943253,490.3883296006542,91.483182,0.006181296081081081,0.51,,,,,
36,0.45546892,474.2299493833177,78.557716,0.005307953783783783,0.512,,,,,
37,0.43806811,465.70620392839544,65.96267,0.004456937162162162,0.512,,,,,
38,0.41447414,449.19194663584386,53.841701,0.00363795277027027,0.512,,,,,
39,0.38627017,426.91642278854,41.886993,0.0028302022297297296,0.512,,,,,
40,0.36574489,413.4964407380304,30.396117,0.0020537916891891893,0.512,,,,,
41,0.34110478,394.19299469470906,19.794671,0.0013374777702702704,0.512,,,,,
42,0.3720845,451.5865151295627,0.000219,1.4797297297297299e-08,0.51,,,,,
