,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo
0,0.54367954,577.3199970293385,82.526,0.005576081081081081,0.307,1.5,13.299999999999999,0.3,Fri Oct 25 09:31:46 2024,20.0
1,0.54169885,586.4230986449041,71.019,0.004798581081081082,0.307,,,,,
2,0.52881039,579.2487981476797,62.551,0.004226418918918919,0.307,,,,,
3,0.51282535,555.5022802316407,66.897,0.004520067567567568,0.307,,,,,
4,0.50357049,557.5739606853379,53.593,0.003621148648648649,0.307,,,,,
5,0.48773889,542.3516678565702,49.601,0.003351418918918919,0.306,,,,,
6,0.48102964,541.400871540253,42.409,0.002865472972972973,0.306,,,,,
7,0.46475866,525.6973176397614,38.365,0.00259222972972973,0.306,,,,,
8,0.45225378,516.7945555873725,32.091,0.002168310810810811,0.306,,,,,
9,0.43807508,504.6463331884207,27.031,0.0018264189189189188,0.307,,,,,
10,0.42600959,494.8968443444271,22.137,0.0014957432432432434,0.306,,,,,
11,0.41718016,489.1098552131262,17.208,0.0011627027027027025,0.306,,,,,
12,0.39665487,467.46198502594507,13.945,0.0009422297297297297,0.307,,,,,
13,0.38246222,455.8168319702711,8.365,0.0005652027027027027,0.307,,,,,
14,0.36925992,443.47393417515,4.6847,0.0003165337837837838,0.307,,,,,
15,0.36068156,437.74873945483193,-0.001379,-9.317567567567568e-08,0.306,,,,,
16,0.33202427,402.96815101575356,-0.001202,-8.121621621621622e-08,0.306,,,,,
17,0.30740508,373.08871188917965,-0.001265,-8.547297297297297e-08,0.305,,,,,
18,0.28716574,348.52468082312254,-0.001056,-7.135135135135136e-08,0.303,,,,,
19,0.26466673,321.21858551153235,-0.00127,-8.581081081081081e-08,0.301,,,,,
20,0.2404102,291.77923191304666,-0.00127,-8.581081081081081e-08,0.301,,,,,
21,0.21646055,262.71232348910377,-0.001265,-8.547297297297297e-08,0.3,,,,,
22,0.19739986,239.57898420766898,-0.001259,-8.506756756756756e-08,0.3,,,,,
23,0.17288528,209.82641280150344,-0.001228,-8.297297297297297e-08,0.299,,,,,
24,0.14850322,180.23473356586192,-0.001254,-8.472972972972972e-08,0.3,,,,,
25,0.12725958,154.45201058252985,-0.001239,-8.371621621621622e-08,0.3,,,,,
26,0.10651809,129.2786875578352,-0.001181,-7.979729729729729e-08,0.3,,,,,
27,0.08156414,98.99289321661726,-0.001176,-7.945945945945945e-08,0.299,,,,,
28,0.05989507,72.69388081828335,-0.001202,-8.121621621621622e-08,0.3,,,,,
29,0.03888855,47.19899458921215,-0.001239,-8.371621621621622e-08,0.3,,,,,
30,0.02549097,30.938739873324906,-0.001187,-8.02027027027027e-08,0.3,,,,,
31,0.02452852,29.77050992621612,-0.001051,-7.101351351351352e-08,0.3,,,,,
32,0.02482842,30.134431704062163,-0.000994,-6.716216216216216e-08,0.3,,,,,
33,0.04340091,52.6753146835815,-0.001056,-7.135135135135136e-08,0.301,,,,,
34,0.0768565,93.27929120148174,-0.001082,-7.310810810810812e-08,0.301,,,,,
35,0.10158728,123.29421144516083,-0.001067,-7.20945945945946e-08,0.301,,,,,
36,0.12414905,150.67675850699314,-0.001135,-7.668918918918918e-08,0.301,,,,,
37,0.1440885,174.8764939318757,-0.001015,-6.858108108108109e-08,0.3,,,,,
38,0.16927958,205.45013216402606,-0.001067,-7.20945945945946e-08,0.299,,,,,
39,0.19262945,233.78869630561982,-0.000661,-4.4662162162162167e-08,0.3,,,,,
40,0.21625829,262.46633717164076,-0.000755,-5.1013513513513515e-08,0.3,,,,,
41,0.23538873,285.68435973668596,-0.000791,-5.344594594594595e-08,0.301,,,,,
42,0.26003581,315.5975760400325,-0.000656,-4.432432432432433e-08,0.301,,,,,
43,0.28382506,344.46966625335017,-0.000515,-3.47972972972973e-08,0.301,,,,,
44,0.30674253,372.2838257199169,-0.000494,-3.3378378378378377e-08,0.3,,,,,
45,0.32604732,395.7133531523093,-0.000432,-2.9189189189189188e-08,0.3,,,,,
46,0.35039451,425.2627218144814,-0.000416,-2.8108108108108106e-08,0.301,,,,,
47,0.37562743,455.88711988012653,-0.000448,-3.027027027027027e-08,0.3,,,,,
48,0.39549017,479.99382789804486,-0.000401,-2.7094594594594595e-08,0.301,,,,,
49,0.41769625,506.94459169181425,-0.000375,-2.5337837837837838e-08,0.3,,,,,
50,0.44246888,537.0103189056596,-0.000375,-2.5337837837837838e-08,0.3,,,,,
51,0.46671843,566.4411641074485,-0.000338,-2.2837837837837836e-08,0.3,,,,,
52,0.48527697,588.9649554302457,-0.000239,-1.614864864864865e-08,0.3,,,,,
53,0.50900345,617.7610157566497,-0.00025,-1.6891891891891893e-08,0.3,,,,,
54,0.53362961,647.648894143249,-0.000167,-1.1283783783783783e-08,0.3,,,,,
55,0.55729333,676.368731719411,-0.000125,-8.445945945945947e-09,0.301,,,,,
56,0.57520326,698.1053733929961,-7.3e-05,-4.932432432432432e-09,0.3,,,,,
