,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo,pendiente_rampa
0,0.14515557,176.17078573606435,-0.000239,-1.614864864864865e-08,0.314,1.7,4.5,0.3,Fri Oct 25 13:12:17 2024,30.0,50.0
1,0.15025376,182.3568194560607,0.001233,8.331081081081081e-08,0.314,,,,,,
2,0.16565296,201.0462906098012,0.001265,8.547297297297297e-08,0.312,,,,,,
3,0.17969915,218.0936279749006,0.001327,8.966216216216216e-08,0.312,,,,,,
4,0.19428236,235.79288487210695,0.001233,8.331081081081081e-08,0.314,,,,,,
5,0.21072072,255.7434363799205,0.001379,9.317567567567568e-08,0.314,,,,,,
6,0.22784954,276.5320755071124,0.001426,9.635135135135135e-08,0.314,,,,,,
7,0.23967791,290.887831596845,0.001374,9.283783783783784e-08,0.314,,,,,,
8,0.25711359,312.0492296252367,0.001088,7.351351351351351e-08,0.314,,,,,,
9,0.27304283,331.38186891438744,0.001244,8.405405405405406e-08,0.314,,,,,,
10,0.28955791,351.4255279658366,0.001395,9.425675675675675e-08,0.314,,,,,,
11,0.30232781,366.92385808593053,0.001473,9.952702702702702e-08,0.314,,,,,,
12,0.31843838,386.4767386391255,0.001462,9.878378378378378e-08,0.314,,,,,,
13,0.33618094,408.01033184205994,0.001431,9.668918918918919e-08,0.314,,,,,,
14,0.35034569,425.2016125842898,0.001442,9.743243243243242e-08,0.312,,,,,,
15,0.36451044,442.39288932651965,0.001457,9.844594594594594e-08,0.314,,,,,,
16,0.3807326,462.08137899681964,0.00127,8.581081081081081e-08,0.312,,,,,,
17,0.39679435,481.57524731982295,0.00102,6.891891891891893e-08,0.314,,,,,,
18,0.41105675,498.88504365910734,0.00103,6.95945945945946e-08,0.312,,,,,,
19,0.42626764,517.346053152107,0.000978,6.608108108108107e-08,0.312,,,,,,
20,0.4429222,537.5594204974341,0.000703,4.7499999999999995e-08,0.312,,,,,,
21,0.39764522,452.31094028649807,30.298,0.002047162162162162,0.312,,,,,,
22,0.40790437,461.5461336134044,33.514,0.0022644594594594595,0.312,,,,,,
23,0.42026279,478.57814197521867,31.481,0.002127094594594595,0.312,,,,,,
24,0.43309545,486.52871984555475,39.105,0.0026422297297297296,0.314,,,,,,
25,0.43696617,489.80348555073726,40.528,0.002738378378378378,0.314,,,,,,
26,0.44362661,486.6720427735344,51.743,0.003496148648648649,0.314,,,,,,
27,0.45280475,504.0282497762016,45.526,0.003076081081081081,0.314,,,,,,
28,0.46255479,507.3155530211168,54.072,0.0036535135135135136,0.314,,,,,,
29,0.47871418,523.2276738045031,57.772,0.0039035135135135133,0.312,,,,,,
30,0.48446796,526.5938475704083,61.389,0.004147905405405406,0.314,,,,,,
31,0.48707633,526.424540550636,64.724,0.004373243243243244,0.312,,,,,,
32,0.4965195,533.6074057576799,69.002,0.004662297297297297,0.314,,,,,,
33,0.51040528,553.8571207754824,65.605,0.0044327702702702705,0.314,,,,,,
34,0.51168855,549.6255834171847,71.394,0.004823918918918919,0.314,,,,,,
35,0.52502336,565.0846042461583,72.119,0.004872905405405406,0.314,,,,,,
36,0.53390161,571.2478446076509,76.731,0.005184527027027027,0.314,,,,,,
37,0.53992041,566.9736644412613,88.31,0.005966891891891892,0.314,,,,,,
38,0.55075146,577.0079540104156,91.421,0.006177094594594595,0.312,,,,,,
39,0.55931587,583.0242970740117,95.799,0.006472905405405406,0.312,,,,,,
40,0.56728746,587.3061539786121,101.192,0.006837297297297297,0.312,,,,,,
41,0.57013994,587.4381152464691,104.522,0.007062297297297297,0.312,,,,,,
42,0.58194041,602.9789580227575,103.303,0.006979932432432432,0.314,,,,,,
43,0.59267382,616.1307451315288,103.178,0.006971486486486486,0.312,,,,,,
44,0.58634118,603.1040280000216,108.519,0.0073323648648648656,0.312,,,,,,
45,0.58635513,603.9699586567438,107.67,0.007275,0.312,,,,,,
46,0.57305519,592.6642584012397,102.834,0.006948243243243243,0.312,,,,,,
47,0.56140117,582.7621571788543,98.592,0.006661621621621622,0.314,,,,,,
48,0.55386896,578.7485613459776,93.464,0.006315135135135135,0.312,,,,,,
49,0.54567419,575.3538382071665,86.913,0.0058725,0.314,,,,,,
50,0.5390277,566.8332116410913,87.367,0.005903175675675676,0.314,,,,,,
51,0.53470365,565.4832542074629,83.469,0.005639797297297297,0.314,,,,,,
52,0.52286133,557.1616194610083,77.418,0.0052309459459459464,0.314,,,,,,
53,0.5135995,555.2278406546801,68.111,0.004602094594594595,0.312,,,,,,
54,0.51224649,549.5677368660391,72.129,0.004873581081081081,0.314,,,,,,
55,0.49617776,534.5366471463391,67.658,0.004571486486486487,0.312,,,,,,
56,0.49010317,531.0411168225118,63.781,0.004309527027027027,0.312,,,,,,
57,0.4866509,530.0882101356343,60.544,0.00409081081081081,0.312,,,,,,
