,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo
0,0.025274,30.67340651210698,0.000817,5.52027027027027e-08,0.135,2.27,11.8,0.3,Fri Oct 25 10:18:45 2024,20.0
1,0.024819,30.12389395952295,-0.001889,-1.2763513513513514e-07,0.133,,,,,
2,0.27487,333.5988471181785,0.001842,1.2445945945945946e-07,0.131,,,,,
3,0.59044,706.5356311817853,10.062,0.0006798648648648648,0.129,,,,,
4,0.64081,771.8771454535598,5.8529,0.00039546621621621623,0.128,,,,,
5,0.67523,811.83256870618,7.6719,0.0005183716216216216,0.127,,,,,
6,0.71007,853.2161321611853,8.5725,0.0005792229729729729,0.126,,,,,
7,0.73999,888.5193532453922,9.5822,0.000647445945945946,0.125,,,,,
8,0.77388,927.9958329092881,11.2369,0.00075925,0.124,,,,,
9,0.80516,961.6562413155042,15.54,0.00105,0.123,,,,,
10,0.81317,970.3047151752801,16.613,0.0011225,0.121,,,,,
11,0.85998,1006.9794743982652,36.75,0.002483108108108108,0.121,,,,,
12,0.89236,1062.8080166678715,20.22,0.0013662162162162161,0.121,,,,,
13,0.92678,1102.5134399204917,22.289,0.0015060135135135137,0.121,,,,,
14,0.9545,1131.5442932779183,26.901,0.001817635135135135,0.119,,,,,
15,0.98238,1163.4383333791109,28.844,0.001948918918918919,0.12,,,,,
16,1.00733,1194.6463287350923,27.917,0.0018862837837837839,0.121,,,,,
17,0.97432,1154.9851761619082,27.515,0.0018591216216216216,0.12,,,,,
18,0.95868,1120.0514219588001,43.467,0.0029369594594594595,0.118,,,,,
19,0.93828,1117.5236121286591,21.236,0.001434864864864865,0.117,,,,,
20,0.90136,1074.5230210046982,19.428,0.0013127027027027027,0.116,,,,,
21,0.86746,1036.5067046693168,16.301,0.0011014189189189189,0.115,,,,,
22,0.84847,1014.4181655186123,15.342,0.0010366216216216217,0.114,,,,,
23,0.81269,971.5141549439826,14.821,0.0010014189189189188,0.113,,,,,
24,0.77749,931.2270713155042,12.387,0.0008369594594594595,0.113,,,,,
25,0.74422,892.8803652837007,10.355,0.0006996621621621622,0.112,,,,,
26,0.71975,865.4160301590169,8.1209,0.0005487094594594595,0.11,,,,,
27,0.68951,829.4558355872787,7.3798,0.0004986351351351352,0.109,,,,,
28,0.65143,785.6095905710155,5.0096,0.0003384864864864865,0.108,,,,,
29,0.62711,757.7662055186122,3.3366,0.00022544594594594593,0.108,,,,,
30,0.59646,720.2028074159739,3.7011,0.0002500743243243243,0.107,,,,,
31,0.5601,677.4438698951934,2.3311,0.00015750675675675678,0.106,,,,,
32,0.5215,630.7021179616913,2.2253,0.0001503581081081081,0.105,,,,,
33,0.4919,595.7324703650163,1.2704,8.583783783783783e-05,0.104,,,,,
34,0.45983,557.2946149114565,0.78595,5.310472972972973e-05,0.104,,,,,
35,0.42358,513.8004907770149,0.28464,1.9232432432432434e-05,0.103,,,,,
36,0.38885,471.93295670834834,0.001514,1.0229729729729729e-07,0.103,,,,,
37,0.35788,434.3488491181785,-0.00165,-1.1148648648648649e-07,0.102,,,,,
38,0.3209,389.4674789653054,-0.001691,-1.1425675675675676e-07,0.101,,,,,
39,0.28486,345.7269259320564,-0.001702,-1.15e-07,0.101,,,,,
40,0.25238,306.30696494759667,-0.00165,-1.1148648648648649e-07,0.101,,,,,
41,0.21953,266.43795711817853,-0.001608,-1.0864864864864865e-07,0.1,,,,,
42,0.18287,221.944815452837,-0.001504,-1.0162162162162162e-07,0.0994,,,,,
43,0.14803,179.66068299783157,-0.001535,-1.0371621621621621e-07,0.0991,,,,,
44,0.11476,139.2818679660282,-0.001426,-9.635135135135135e-08,0.0991,,,,,
45,0.082669,100.33301950234912,-0.00037,-2.5e-08,0.0991,,,,,
46,0.055605,67.48737779436213,-0.001416,-9.567567567567567e-08,0.0985,,,,,
47,0.037696,45.75181283122516,-0.001416,-9.567567567567567e-08,0.0978,,,,,
48,0.025792,31.304272095048788,-0.001369,-9.25e-08,0.0978,,,,,
49,0.023908,29.017926187206363,-0.001572,-1.0621621621621622e-07,0.0978,,,,,
50,0.096997,117.72345140657752,-0.001379,-9.317567567567568e-08,0.0975,,,,,
51,0.12768,154.96144352511743,-0.000422,-2.8513513513513516e-08,0.0972,,,,,
52,0.1564,189.8190770310806,-0.001535,-1.0371621621621621e-07,0.0962,,,,,
53,0.19296,234.19010798156847,-0.000895,-6.047297297297297e-08,0.0962,,,,,
54,0.2289,277.8092952999638,-0.000885,-5.97972972972973e-08,0.0959,,,,,
55,0.26394,320.3368211846765,-0.001514,-1.0229729729729729e-07,0.0959,,,,,
56,0.29423,357.09823211384173,-0.000947,-6.39864864864865e-08,0.0959,,,,,
57,0.33079,401.4700540643296,-0.001098,-7.418918918918919e-08,0.0959,,,,,
58,0.36699,445.4051798413444,-0.001473,-9.952702702702702e-08,0.0955,,,,,
59,0.40146,487.2394584513914,-0.000645,-4.358108108108108e-08,0.0946,,,,,
60,0.43122,523.3577087918324,-0.000161,-1.0878378378378379e-08,0.0942,,,,,
61,0.46658,565.5612481640766,0.71157,4.807905405405406e-05,0.0942,,,,,
62,0.49739,603.1433430104806,0.52256,3.530810810810811e-05,0.0942,,,,,
63,0.53406,646.3880773473076,1.783,0.00012047297297297296,0.0939,,,,,
64,0.5635,681.4993382002168,2.4021,0.00016230405405405404,0.0942,,,,,
65,0.6009,726.0148895554753,3.2777,0.0002214662162162162,0.0942,,,,,
