,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo,pendiente_rampa
36,-0.00082296,-0.9969985165594506,-0.001801,-1.216891891891892e-07,0.102,,,,,,
37,-0.00082296,-0.9973475165594506,-0.001452,-9.81081081081081e-08,0.102,,,,,,
38,-0.00081599,-0.9886382565341526,-0.001702,-1.15e-07,0.102,,,,,,
39,-0.00077414,-0.9378252863679074,-0.001723,-1.1641891891891891e-07,0.102,,,,,,
40,-0.0007323,-0.8870144528731477,-0.001754,-1.185135135135135e-07,0.102,,,,,,
41,-0.00071138,-0.861614536125768,-0.001764,-1.1918918918918918e-07,0.102,,,,,,
42,-0.00063466,-0.7683919924900614,-0.001874,-1.2662162162162163e-07,0.102,,,,,,
43,-0.00057886,-0.7005863656017348,-0.001957,-1.3222972972972972e-07,0.102,,,,,,
44,-0.00057189,-0.6921381055764366,-0.001946,-1.314864864864865e-07,0.102,,,,,,
45,-0.00048122,-0.5824539052186484,-0.001587,-1.0722972972972973e-07,0.102,,,,,,
46,-0.00047425,-0.5739886451933502,-0.001593,-1.0763513513513513e-07,0.102,,,,,,
47,-0.00042543,-0.514618415001807,-0.001712,-1.1567567567567568e-07,0.102,,,,,,
48,-0.00035569,-0.429857268062884,-0.001832,-1.2378378378378378e-07,0.102,,,,,,
49,-0.00025805,-0.31131280767979763,-0.001874,-1.2662162162162163e-07,0.102,,,,,,
50,-0.00023713,-0.28589689093241777,-0.0019,-1.283783783783784e-07,0.102,,,,,,
51,-0.00012554,-0.1505107738272497,-0.001853,-1.252027027027027e-07,0.102,,,,,,
52,-0.00010461,-0.12513472040838453,-0.001827,-1.2344594594594595e-07,0.102,,,,,,
53,0.0,0.001842,-0.001842,-1.2445945945945946e-07,0.102,,,,,,
54,5.579e-05,0.06950049021684135,-0.00179,-1.2094594594594595e-07,0.102,,,,,,
55,0.00020225,0.24707218079147092,-0.001608,-1.0864864864864865e-07,0.102,,,,,,
56,0.00020225,0.2470771807914709,-0.001613,-1.0898648648648649e-07,0.102,,,,,,
57,0.00031384,0.382287297896639,-0.00139,-9.391891891891892e-08,0.102,,,,,,
58,0.00036266,0.44138752808818216,-0.001239,-8.371621621621622e-08,0.102,,,,,,
59,0.00047425,0.5768616451933501,-0.00128,-8.648648648648649e-08,0.102,,,,,,
60,0.0005161,0.6277166153595952,-0.001343,-9.074324324324325e-08,0.102,,,,,,
61,0.00055794,0.678506448854355,-0.001353,-9.141891891891893e-08,0.102,,,,,,
62,0.00064861,0.7882786492121431,-0.001082,-7.310810810810812e-08,0.102,,,,,,
63,0.00069045,0.8388304827069029,-0.000854,-5.7702702702702704e-08,0.102,,,,,,
64,0.0007602,0.9232017663173112,-0.000572,-3.864864864864865e-08,0.102,,,,,,
65,0.00081599,0.9908342565341526,-0.000494,-3.3378378378378377e-08,0.102,,,,,,
66,0.00087876,1.0669541434477774,-0.000432,-2.9189189189189188e-08,0.102,,,,,,
67,0.00094153,1.1431460303614023,-0.000442,-2.986486486486486e-08,0.102,,,,,,
68,0.00096942,1.1769232071340803,-0.00037,-2.5e-08,0.102,,,,,,
69,0.00099732,1.2107265205782438,-0.000312,-2.1081081081081082e-08,0.102,,,,,,
70,0.00104614,1.2698947507697869,-0.000229,-1.5472972972972972e-08,0.101,,,,,,
71,0.00105312,1.2783401474665703,-0.000203,-1.3716216216216217e-08,0.101,,,,,,
72,0.00109496,1.32832398096133,0.000593,4.0067567567567565e-08,0.1,,,,,,
73,0.00110194,1.3368473776581133,0.000541,3.655405405405406e-08,0.1,,,,,,
74,0.00112286,1.3616852944054934,0.001093,7.385135135135135e-08,0.1,,,,,,
75,0.00112983,1.3702125544307915,0.001025,6.925675675675677e-08,0.1,,,,,,
76,0.00113681,1.378662951127575,0.001046,7.067567567567568e-08,0.1,,,,,,
77,0.00112983,1.3699725544307915,0.001265,8.547297297297297e-08,0.101,,,,,,
78,0.00110891,1.3443486376834117,0.001499,1.0128378378378378e-07,0.1,,,,,,
79,0.00106009,1.2848214074918687,0.001775,1.1993243243243245e-07,0.1,,,,,,
80,0.00103219,1.2509550940477052,0.00178,1.2027027027027027e-07,0.1,,,,,,
81,0.00099035,1.2001862605529456,0.001769,1.1952702702702702e-07,0.101,,,,,,
82,0.00092758,1.1237853736393206,0.001988,1.3432432432432433e-07,0.1,,,,,,
83,0.00085086,1.030656830003614,0.002004,1.3540540540540543e-07,0.1,,,,,,
84,0.00079507,0.9633633397867727,0.001587,1.0722972972972973e-07,0.1,,,,,,
85,0.00071835,0.870161796151066,0.001676,1.1324324324324324e-07,0.1,,,,,,
86,0.00061374,0.7430080757426817,0.001868,1.262162162162162e-07,0.1,,,,,,
87,0.00054399,0.6582607921322733,0.001962,1.3256756756756757e-07,0.1,,,,,,
88,0.00048122,0.5820789052186484,0.001962,1.3256756756756757e-07,0.1,,,,,,
89,0.00029292,0.3536023811492591,0.001905,1.287162162162162e-07,0.1,,,,,,
90,0.00030687,0.37057503787134083,0.001863,1.2587837837837838e-07,0.101,,,,,,
91,0.00019528,0.23512092076617275,0.001884,1.272972972972973e-07,0.1,,,,,,
92,0.00010461,0.12577472040838453,0.001187,8.02027027027027e-08,0.1,,,,,,
93,-3.487e-05,-0.04369457346946152,0.001374,9.283783783783784e-08,0.101,,,,,,
94,-0.00012554,-0.1535917738272497,0.001228,8.297297297297297e-08,0.101,,,,,,
95,-0.00025805,-0.3138528076797976,0.000666,4.5e-08,0.101,,,,,,
96,-0.00037661,-0.4580371848102638,0.000958,6.472972972972973e-08,0.1,,,,,,
97,-0.00037661,-0.45801118481026376,0.000932,6.297297297297298e-08,0.1,,,,,,
98,-0.00048122,-0.5844469052186483,0.000406,2.7432432432432434e-08,0.1,,,,,,
99,-0.00054399,-0.6607277921322733,0.000505,3.4121621621621626e-08,0.1,,,,,,
