,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo
0,0.29816417,361.8726979995988,-0.00064,-4.3243243243243246e-08,0.66,1.95,13.299999999999999,0.3,Fri Oct 25 09:43:54 2024,20.0
1,0.48824801,592.5692170752332,0.001353,9.141891891891893e-08,0.658,,,,,
2,0.45542708,552.7356105498228,0.001275,8.614864864864865e-08,0.658,,,,,
3,0.42725798,518.5476372759883,0.001337,9.033783783783784e-08,0.66,,,,,
4,0.39974447,485.15507604806294,0.001655,1.1182432432432433e-07,0.658,,,,,
5,0.36732107,445.8038086242104,0.001707,1.1533783783783784e-07,0.658,,,,,
6,0.33615304,407.9762255286159,0.001676,1.1324324324324324e-07,0.658,,,,,
7,0.31125488,377.75815167761476,0.001671,1.129054054054054e-07,0.658,,,,,
8,0.28120971,341.29332187642575,0.001665,1.1250000000000001e-07,0.652,,,,,
9,0.24860498,301.72214618852905,0.001551,1.047972972972973e-07,0.65,,,,,
10,0.22010112,267.1280887000506,0.00141,9.527027027027027e-08,0.65,,,,,
11,0.19311765,234.37906960753526,0.001478,9.986486486486485e-08,0.648,,,,,
12,0.16136378,195.84043574964224,0.001483,1.002027027027027e-07,0.648,,,,,
13,0.13147902,159.57016429574992,0.001603,1.0831081081081081e-07,0.648,,,,,
14,0.10340059,125.49231722227321,0.001582,1.068918918918919e-07,0.648,,,,,
15,0.07576851,91.95622648054572,0.001525,1.0304054054054055e-07,0.65,,,,,
16,0.0475227,57.67530379974702,0.001436,9.702702702702703e-08,0.648,,,,,
17,0.02874796,34.88913763943621,0.001317,8.89864864864865e-08,0.648,,,,,
18,0.02523292,30.6232890656451,0.001077,7.277027027027028e-08,0.648,,,,,
19,0.02396361,29.083076217336465,0.00077,5.2027027027027027e-08,0.648,,,,,
20,0.08532327,103.55328480469463,0.000765,5.168918918918919e-08,0.648,,,,,
21,0.10660875,129.3867256215215,0.000812,5.486486486486487e-08,0.646,,,,,
22,0.13385027,162.44886352171662,0.000812,5.486486486486487e-08,0.643,,,,,
23,0.16232623,197.00919069675098,0.000822,5.554054054054054e-08,0.643,,,,,
24,0.19442184,235.9625671659848,0.000833,5.628378378378378e-08,0.641,,,,,
25,0.22507378,273.1648297828912,-0.000177,-1.1959459459459459e-08,0.641,,,,,
26,0.25059265,304.1363689696602,-0.000302,-2.0405405405405407e-08,0.641,,,,,
27,0.28119576,341.2775152197037,0.000541,3.655405405405406e-08,0.641,,,,,
28,0.31336809,380.3248942325731,-0.000338,-2.2837837837837836e-08,0.641,,,,,
29,0.34261819,415.82481169397545,-0.00037,-2.5e-08,0.641,,,,,
30,0.36737687,445.8733992510987,-0.000161,-1.0878378378378379e-08,0.641,,,,,
31,0.39978632,485.20792901822904,-0.000406,-2.7432432432432434e-08,0.641,,,,,
32,0.43174244,523.9920900569136,-0.000474,-3.2027027027027026e-08,0.641,,,,,
33,0.46043461,558.8146312061331,-0.000271,-1.8310810810810807e-08,0.641,,,,,
34,0.48627429,590.1758079508239,-0.000677,-4.574324324324324e-08,0.641,,,,,
35,0.51873954,629.5777313448428,-0.000593,-4.0067567567567565e-08,0.641,,,,,
36,0.5494124,666.8041608784965,-0.00038,-2.5675675675675677e-08,0.641,,,,,
37,0.57671668,699.9429105289338,-0.000822,-5.554054054054054e-08,0.641,,,,,
38,0.60478116,734.0039779456886,-0.000952,-6.432432432432432e-08,0.641,,,,,
39,0.63719061,773.337700712819,-0.00039,-2.635135135135135e-08,0.641,,,,,
40,0.66824008,811.0222034312831,-0.001171,-7.912162162162161e-08,0.641,,,,,
41,0.69232225,840.2497550257499,-0.000984,-6.648648648648648e-08,0.639,,,,,
42,0.72390874,878.584662276321,-0.000406,-2.7432432432432434e-08,0.639,,,,,
43,0.75511861,916.4637172054101,-0.001067,-7.20945945945946e-08,0.633,,,,,
44,0.78560317,953.4617322149946,-0.000973,-6.574324324324325e-08,0.631,,,,,
45,0.80869499,981.4872915489086,-0.000749,-5.0608108108108106e-08,0.631,,,,,
46,0.84246442,1022.4724263647055,-0.001036,-7e-08,0.629,,,,,
47,0.87442055,1061.2564065400616,-0.000911,-6.155405405405405e-08,0.631,,,,,
48,0.55318548,536.813044123296,134.57,0.009092567567567567,0.631,,,,,
49,0.24521548,297.61023238856524,-0.00026,-1.7567567567567565e-08,0.631,,,,,
50,0.13955523,169.37506005743043,-0.001462,-9.878378378378378e-08,0.631,,,,,
51,0.07958344,96.5891646955114,-0.001358,-9.175675675675677e-08,0.631,,,,,
52,0.04552806,55.257279758590535,-0.001369,-9.25e-08,0.631,,,,,
53,0.02613261,31.717945262511748,-0.001655,-1.1182432432432433e-07,0.631,,,,,
54,0.01519694,18.445296836277556,-0.00127,-8.581081081081081e-08,0.631,,,,,
55,0.18021524,218.72256545358874,-0.001249,-8.439189189189189e-08,0.631,,,,,
56,0.52194073,534.2193174840658,99.243,0.006705608108108108,0.631,,,,,
57,0.51075399,528.1363386468485,91.749,0.006199256756756756,0.631,,,,,
58,0.49845835,524.4325243086195,80.53,0.005441216216216216,0.631,,,,,
59,0.48641378,521.9774253813735,68.367,0.004619391891891892,0.631,,,,,
60,0.47048454,511.5566300922226,59.455,0.0040172297297297295,0.631,,,,,
61,0.45574789,498.3502421077448,54.776,0.0037010810810810812,0.631,,,,,
62,0.442434,490.5296111955186,46.438,0.003137702702702703,0.631,,,,,
63,0.42870166,482.4831212649873,37.818,0.0025552702702702703,0.631,,,,,
64,0.41540172,474.27842100948317,29.881,0.0020189864864864865,0.631,,,,,
65,0.39970263,461.8899512145681,23.216,0.0015686486486486486,0.631,,,,,
66,0.38400354,451.20548141965304,14.847,0.0010031756756756756,0.629,,,,,
67,0.3660936,438.2177756093965,6.098,0.000412027027027027,0.629,,,,,
68,0.35471856,430.5111012481099,-0.000838,-5.662162162162162e-08,0.631,,,,,
69,0.322337,391.21104565775204,-0.001218,-8.229729729729729e-08,0.629,,,,,
70,0.29326823,355.9315204603939,-0.001504,-1.0162162162162162e-07,0.629,,,,,
71,0.26733788,324.46042051534516,-0.001218,-8.229729729729729e-08,0.631,,,,,
72,0.23487961,285.0669105180231,-0.001244,-8.405405405405406e-08,0.631,,,,,
73,0.20473679,248.48354411977957,-0.001228,-8.297297297297297e-08,0.629,,,,,
74,0.17559828,213.11907077548247,-0.001207,-8.155405405405406e-08,0.629,,,,,
75,0.14776395,179.33751685296352,-0.001265,-8.547297297297297e-08,0.631,,,,,
76,0.11634484,141.2051642097145,-0.001254,-8.472972972972972e-08,0.631,,,,,
77,0.0872133,105.84915012544272,-0.001233,-8.331081081081081e-08,0.631,,,,,
78,0.05960912,72.34688469715938,-0.001254,-8.472972972972972e-08,0.631,,,,,
79,0.03518521,42.70437249135165,-0.001239,-8.371621621621622e-08,0.631,,,,,
80,0.02498882,30.329379914687383,-0.00127,-8.581081081081081e-08,0.631,,,,,
81,0.02475867,30.05005442045175,-0.00127,-8.581081081081081e-08,0.631,,,,,
82,0.04835264,58.68528071300326,-0.00127,-8.581081081081081e-08,0.631,,,,,
83,0.09012855,109.38723128021323,-0.001171,-7.912162162162161e-08,0.631,,,,,
84,0.12119196,147.08762651872786,-0.000926,-6.256756756756757e-08,0.631,,,,,
85,0.15008638,182.1557308487387,-0.000822,-5.554054054054054e-08,0.629,,,,,
86,0.1756192,213.14400869222985,-0.000755,-5.1013513513513515e-08,0.631,,,,,
87,0.20751953,251.86041124069752,-0.000775,-5.2364864864864866e-08,0.631,,,,,
88,0.2392734,290.3990040985905,-0.000739,-4.993243243243243e-08,0.629,,,,,
89,0.26938134,326.9400007866932,-0.000718,-4.851351351351351e-08,0.631,,,,,
90,0.29430042,357.18344855444167,-0.000697,-4.70945945945946e-08,0.631,,,,,
91,0.32739335,397.34721954425373,-0.000666,-4.5e-08,0.629,,,,,
