,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo,pendiente_rampa
32,0.82544719,944.3641373546188,57.454,0.003882027027027027,0.102,,,,,,
33,0.84673268,963.3756373081171,64.276,0.004342972972972973,0.102,,,,,,
34,0.85877028,970.0852769753379,72.176,0.0048767567567567565,0.102,,,,,,
35,0.88689752,999.9593841423348,76.439,0.005164797297297297,0.102,,,,,,
36,0.89608264,1012.5460625416988,75.0,0.005067567567567568,0.102,,,,,,
37,0.91103549,1021.53684536369,84.157,0.005686283783783784,0.102,,,,,,
38,0.93050766,1042.4865784034043,86.84,0.005867567567567568,0.102,,,,,,
39,0.94750397,1065.9384414967437,84.016,0.005676756756756757,0.102,,,,,,
40,0.96563708,1066.2310014045395,105.731,0.007143986486486486,0.102,,,,,,
41,0.97838605,1094.3310074712144,93.104,0.006290810810810811,0.103,,,,,,
42,0.98945422,1097.6750817946295,103.193,0.0069724999999999995,0.103,,,,,,
43,1.0131876,1124.1075054243586,105.565,0.00713277027027027,0.104,,,,,,
44,1.0236072,1135.6234316452478,106.695,0.007209121621621621,0.104,,,,,,
45,1.0386647,1145.6222247343333,114.971,0.007768310810810811,0.104,,,,,,
46,1.0433653,1150.6811885327431,115.617,0.0078119594594594595,0.104,,,,,,
47,1.0290402,1138.1522852632456,110.76,0.007483783783783784,0.104,,,,,,
48,1.0112279,1127.196081913372,100.098,0.0067633783783783786,0.104,,,,,,
49,0.99578687,1105.0528110628081,103.501,0.006993310810810811,0.104,,,,,,
50,0.97887425,1088.0655197731296,99.962,0.006754189189189189,0.104,,,,,,
51,0.96417248,1081.6714644987928,88.513,0.0059806081081081085,0.104,,,,,,
52,0.94940794,1050.4002273375422,101.865,0.00688277027027027,0.103,,,,,,
53,0.93158867,1034.8455647276437,95.793,0.006472500000000001,0.102,,,,,,
54,0.91170502,1030.4794319296493,76.027,0.005136959459459459,0.102,,,,,,
55,0.89469476,1012.726638179588,73.135,0.0049415540540540545,0.102,,,,,,
56,0.88583743,1002.4877877348429,72.624,0.004907027027027027,0.102,,,,,,
57,0.8660026,970.84290616704,80.196,0.0054186486486486485,0.102,,,,,,
58,0.83987697,951.538087301225,67.793,0.004580608108108108,0.102,,,,,,
59,0.83363499,949.1784012334043,62.577,0.004228175675675676,0.102,,,,,,
60,0.81421861,937.8343786839067,50.356,0.0034024324324324327,0.102,,,,,,
61,0.79642724,922.1765773874521,44.421,0.003001418918918919,0.101,,,,,,
62,0.77642502,902.028540075656,40.293,0.0027225,0.101,,,,,,
63,0.76675868,884.6208207710735,45.969,0.0031060135135135137,0.1,,,,,,
64,0.73619741,856.7956113545247,36.703,0.0024799324324324325,0.1,,,,,,
65,0.807607,980.1671208279724,-0.001036,-7e-08,0.1,,,,,,
66,0.77139657,936.2194405025983,-0.000765,-5.168918918918919e-08,0.1,,,,,,
67,0.74988791,910.1151384515613,-0.000817,-5.52027027027027e-08,0.101,,,,,,
68,0.72385294,878.5170486494326,-0.000515,-3.47972972972973e-08,0.101,,,,,,
69,0.69660445,845.4463064892122,-0.00037,-2.5e-08,0.1,,,,,,
70,0.67513764,819.3927334083411,-0.000359,-2.4256756756756756e-08,0.0994,,,,,,
71,0.65238058,791.7732012890712,-0.000323,-2.1824324324324324e-08,0.0994,,,,,,
72,0.62424636,757.6275497253777,-0.00025,-1.6891891891891893e-08,0.0991,,,,,,
73,0.59906923,727.0708731499495,-0.000229,-1.5472972972972972e-08,0.0991,,,,,,
74,0.57809759,701.6181476310192,-9.4e-05,-6.351351351351351e-09,0.0991,,,,,,
75,0.55300415,671.1630268592519,-5.7e-05,-3.851351351351351e-09,0.0988,,,,,,
76,0.52576961,638.1086843557536,0.000619,4.1824324324324325e-08,0.0991,,,,,,
77,0.50138754,608.5169509834406,0.000635,4.2905405405405407e-08,0.0994,,,,,,
78,0.48040195,583.0474038077882,0.000661,4.4662162162162167e-08,0.0991,,,,,,
79,0.45439488,551.4830763191036,0.001062,7.175675675675676e-08,0.0994,,,,,,
80,0.42872956,520.3338275784315,0.001155,7.804054054054054e-08,0.0991,,,,,,
81,0.40515651,491.72388720262745,0.001259,8.506756756756756e-08,0.0991,,,,,,
82,0.38252499,464.2566298571847,0.001384,9.351351351351352e-08,0.0991,,,,,,
83,0.354328,430.0350614065775,0.001192,8.054054054054054e-08,0.0991,,,,,,
84,0.32970184,400.14702201997835,0.00127,8.581081081081081e-08,0.0988,,,,,,
85,0.30824897,374.11021245915794,0.001436,9.702702702702703e-08,0.0988,,,,,,
86,0.28230467,342.62251385738705,0.00139,9.391891891891892e-08,0.0991,,,,,,
87,0.25704385,311.96425547829784,0.001421,9.601351351351351e-08,0.0991,,,,,,
88,0.23263389,282.33873092921215,0.001379,9.317567567567568e-08,0.0991,,,,,,
89,0.20953509,254.30526219860138,0.000593,4.0067567567567565e-08,0.0988,,,,,,
90,0.18444863,223.8583428235309,0.0009,6.081081081081081e-08,0.0991,,,,,,
91,0.1581068,191.88839412020238,0.000635,4.2905405405405407e-08,0.0991,,,,,,
92,0.13392699,162.54262706535238,0.000161,1.0878378378378379e-08,0.0991,,,,,,
93,0.1102842,133.84796754260933,0.000343,2.3175675675675675e-08,0.0991,,,,,,
94,0.08498153,103.13907219335381,0.000219,1.4797297297297299e-08,0.0991,,,,,,
95,0.0622454,75.54595212750272,-0.000755,-5.1013513513513515e-08,0.0991,,,,,,
96,0.0424803,51.556861569967474,8.3e-05,5.608108108108108e-09,0.0991,,,,,,
97,0.02888047,35.052016673288755,-0.000739,-4.993243243243243e-08,0.0991,,,,,,
98,0.02424955,29.432136201788943,-0.001254,-8.472972972972972e-08,0.0988,,,,,,
99,0.0238032,28.889942870039754,-0.000781,-5.277027027027027e-08,0.0991,,,,,,
