,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo,pendiente_rampa
0,0.12652031,153.55223286963135,0.001311,8.858108108108108e-08,0.454,1.7,4.5,0.3,Fri Oct 25 13:15:04 2024,30.0,50.0
1,0.13821617,167.74728992551138,0.001135,7.668918918918918e-08,0.454,,,,,,
2,0.15171836,184.134486361807,0.001103,7.452702702702703e-08,0.454,,,,,,
3,0.16817765,204.1103779230394,0.001311,8.858108108108108e-08,0.454,,,,,,
4,0.18555754,225.20373246121432,0.001358,9.175675675675677e-08,0.452,,,,,,
5,0.19889932,241.39617555021323,0.001395,9.425675675675675e-08,0.452,,,,,,
6,0.21436129,260.1618505908674,0.001405,9.493243243243243e-08,0.454,,,,,,
7,0.2308415,280.1632930688471,0.001452,9.81081081081081e-08,0.452,,,,,,
8,0.24790058,300.86739504910014,0.001395,9.425675675675675e-08,0.454,,,,,,
9,0.2606077,316.28965114560896,0.001353,9.141891891891893e-08,0.454,,,,,,
10,0.27595111,334.9114388091326,0.001358,9.175675675675677e-08,0.452,,,,,,
11,0.29358207,356.30956575829055,0.001348,9.108108108108109e-08,0.452,,,,,,
12,0.30938578,375.48995241028547,0.001405,9.493243243243243e-08,0.454,,,,,,
13,0.32051672,388.99927062061437,0.001343,9.074324324324325e-08,0.454,,,,,,
14,0.3384406,410.7529419509216,0.001296,8.756756756756757e-08,0.454,,,,,,
15,0.35446051,430.1959004404301,0.001176,7.945945945945945e-08,0.452,,,,,,
16,0.37072452,449.9350990808963,0.001072,7.243243243243244e-08,0.452,,,,,,
17,0.38270632,464.4771771212287,0.000911,6.155405405405405e-08,0.452,,,,,,
18,0.40086036,486.51008208244315,0.000968,6.540540540540541e-08,0.454,,,,,,
19,0.41704067,506.14761378257685,0.000947,6.39864864864865e-08,0.452,,,,,,
20,0.43082881,522.8817843399964,0.000989,6.682432432432432e-08,0.452,,,,,,
21,0.44523069,540.3610759731586,0.000786,5.310810810810811e-08,0.452,,,,,,
22,0.46314062,562.0975776467437,0.000978,6.608108108108107e-08,0.454,,,,,,
