,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo
173,0.10106421,122.65668756977593,0.001624,1.0972972972972974e-07,0.501,,,,,
174,0.07747024,94.02123227722441,0.001853,1.252027027027027e-07,0.501,,,,,
175,0.05681941,68.95800931621613,0.001842,1.2445945945945946e-07,0.501,,,,,
176,0.03499691,42.472757967282256,0.001842,1.2445945945945946e-07,0.501,,,,,
177,0.02507252,30.428017855019878,0.001676,1.1324324324324324e-07,0.501,,,,,
178,0.02484934,30.157167620809542,0.00166,1.1216216216216217e-07,0.501,,,,,
179,0.02455642,29.80155123966028,0.001769,1.1952702702702702e-07,0.501,,,,,
180,0.06302652,76.4913428105674,0.001874,1.2662162162162163e-07,0.501,,,,,
181,0.08286135,100.56427137837007,0.001827,1.2344594594594595e-07,0.501,,,,,
182,0.10612056,128.79323145627757,0.001806,1.2202702702702702e-07,0.501,,,,,
183,0.12736419,154.57602630293817,0.001707,1.1533783783783784e-07,0.501,,,,,
184,0.14869153,180.46061522660278,0.00141,9.527027027027027e-08,0.501,,,,,
185,0.17438475,211.64369428071922,0.001348,9.108108108108109e-08,0.501,,,,,
186,0.19686981,238.9332859355873,0.001135,7.668918918918918e-08,0.501,,,,,
187,0.21680229,263.12485410044457,0.000963,6.506756756756757e-08,0.501,,,,,
188,0.2399499,291.21852992457536,0.000781,5.277027027027027e-08,0.501,,,,,
189,0.26569195,322.46098734555477,0.000604,4.0810810810810814e-08,0.501,,,,,
190,0.2872843,348.66701220025294,0.000505,3.4121621621621626e-08,0.501,,,,,
191,0.30646356,371.9442919954897,0.000463,3.1283783783783784e-08,0.501,,,,,
192,0.33085957,401.5530158878533,0.000375,2.5337837837837838e-08,0.501,,,,,
193,0.35602275,432.09279280655943,0.000323,2.1824324324324324e-08,0.501,,,,,
194,0.37787315,458.61207246893747,0.000156,1.0540540540540541e-08,0.501,,,,,
195,0.39685712,481.65278720673655,-0.000338,-2.2837837837837836e-08,0.501,,,,,
196,0.42393823,514.5206837596351,-0.000781,-5.277027027027027e-08,0.501,,,,,
197,0.36110699,403.1236908698338,35.14,0.0023743243243243245,0.501,,,,,
198,0.38580987,425.06376480006867,43.181,0.002917635135135135,0.501,,,,,
199,0.39582493,433.19571411268885,47.204,0.0031894594594594596,0.501,,,,,
200,0.40774396,440.2204492661077,54.645,0.0036922297297297298,0.501,,,,,
201,0.4201512,449.2177088581135,60.706,0.004101756756756757,0.501,,,,,
202,0.4301802,455.54257669078424,66.553,0.004496824324324324,0.501,,,,,
203,0.44730205,470.194803557951,72.681,0.004910878378378379,0.499,,,,,
204,0.45873288,475.43802640945427,81.311,0.005493986486486487,0.501,,,,,
205,0.46900599,483.1371625297543,86.08,0.005816216216216216,0.501,,,,,
206,0.474697,483.81215440874587,92.312,0.006237297297297297,0.501,,,,,
207,0.49042399,497.31248551710524,97.899,0.006614797297297297,0.501,,,,,
208,0.50004151,503.1799535914961,103.704,0.007007027027027026,0.501,,,,,
209,0.50276845,504.19155108552593,106.002,0.007162297297297297,0.501,,,,,
210,0.49263483,498.3497093957751,99.545,0.006726013513513513,0.501,,,,,
211,0.48817827,498.7719289282942,93.714,0.006332027027027027,0.499,,,,,
212,0.47180267,486.02640117072275,86.585,0.005850337837837837,0.501,,,,,
213,0.45690562,479.7033409756198,74.828,0.005055945945945946,0.499,,,,,
214,0.44977792,473.1786856409975,72.702,0.004912297297297297,0.501,,,,,
215,0.4350622,461.1076997099386,66.913,0.004521148648648649,0.501,,,,,
216,0.42494253,454.6577886769099,61.081,0.0041270945945945945,0.499,,,,,
217,0.41624561,450.3556225794615,54.828,0.0037045945945945948,0.501,,,,,
218,0.40242259,437.670077311901,50.737,0.003428175675675676,0.501,,,,,
219,0.39033618,427.14419855116,46.594,0.0031482432432432435,0.501,,,,,
220,0.37802658,420.7824414195374,38.016,0.0025686486486486484,0.501,,,,,
221,0.36916925,415.8325909747922,32.216,0.002176756756756757,0.501,,,,,
222,0.35854046,407.3987777231008,27.75,0.001875,0.501,,,,,
223,0.34413161,395.92022982991324,21.741,0.0014689864864864865,0.501,,,,,
224,0.33124315,386.81792933268883,15.201,0.0010270945945945946,0.501,,,,,
225,0.35517189,431.0607519765558,-0.000297,-2.0067567567567568e-08,0.501,,,,,
226,0.31405157,381.1532404552548,0.000833,5.628378378378378e-08,0.501,,,,,
227,0.2911341,353.3390389886881,0.000854,5.7702702702702704e-08,0.501,,,,,
