,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo,pendiente_rampa
43,0.16381873,198.82023491594143,0.001176,7.945945945945945e-08,0.115,,,,,,
44,0.09374122,113.76899417771594,0.001645,1.1114864864864865e-07,0.114,,,,,,
45,0.05402273,65.56388467524756,0.001728,1.1675675675675675e-07,0.113,,,,,,
46,0.03141911,38.130577643249005,0.001764,1.1918918918918918e-07,0.112,,,,,,
47,0.01857947,22.54753837621612,0.001754,1.185135135135135e-07,0.112,,,,,,
48,0.01120068,13.592060357267798,0.001837,1.2412162162162163e-07,0.111,,,,,,
49,0.7665076,922.7230932234188,7.562,0.000510945945945946,0.111,,,,,,
50,0.2287004,277.564424337116,0.001738,1.1743243243243243e-07,0.111,,,,,,
51,0.13004232,157.82617670344777,0.001915,1.293918918918919e-07,0.111,,,,,,
52,0.0742551,90.11903948127937,0.001936,1.3081081081081082e-07,0.11,,,,,,
53,0.04259887,51.69902208376942,0.001827,1.2344594594594595e-07,0.11,,,,,,
54,0.02461919,29.877889126573905,0.001613,1.0898648648648649e-07,0.109,,,,,,
55,0.01442977,17.511251809934947,0.001686,1.1391891891891892e-07,0.109,,,,,,
56,0.37677121,440.4738400912794,16.801,0.0011352027027027025,0.109,,,,,,
57,0.31288686,379.73823419068304,0.002269,1.5331081081081082e-07,0.11,,,,,,
58,0.17766266,215.62141396357788,0.00192,1.2972972972972974e-07,0.109,,,,,,
59,0.10080616,122.34357376209614,0.001551,1.047972972972973e-07,0.109,,,,,,
60,0.05742617,69.694387995262,0.001868,1.262162162162162e-07,0.109,,,,,,
61,0.03282093,39.83177452541019,0.00191,1.2905405405405407e-07,0.108,,,,,,
62,0.01885146,22.87815870394651,0.001239,8.371621621621622e-08,0.109,,,,,,
63,0.01087987,13.202677799345862,0.001863,1.2587837837837838e-07,0.108,,,,,,
64,0.78150229,880.2886558789049,68.195,0.0046077702702702695,0.108,,,,,,
65,0.65528188,740.9040907871196,54.39,0.003675,0.108,,,,,,
66,0.64191917,726.5412086447018,52.535,0.003549662162162162,0.109,,,,,,
67,0.62834026,727.2999316647705,35.296,0.0023848648648648646,0.109,,,,,,
68,0.6250763,731.2855706386339,27.349,0.0018479054054054054,0.109,,,,,,
69,0.60068726,706.7923940062956,22.242,0.0015028378378378379,0.109,,,,,,
70,0.58196831,687.4508193362017,18.865,0.0012746621621621621,0.109,,,,,,
71,0.57598438,681.3453200760607,17.708,0.0011964864864864864,0.109,,,,,,
72,0.55325522,654.812685270235,16.655,0.0011253378378378379,0.109,,,,,,
73,0.52952177,626.2371766838056,16.426,0.0011098648648648647,0.109,,,,,,
74,0.52379589,620.6848642313445,15.029,0.001015472972972973,0.108,,,,,,
75,0.50472125,599.5246002931876,13.039,0.0008810135135135135,0.107,,,,,,
76,0.48531882,578.030508400412,10.985,0.0007422297297297297,0.107,,,,,,
77,0.46642551,556.5746187262993,9.5107,0.0006426148648648648,0.107,,,,,,
78,0.44590022,532.6723485391182,8.5021,0.0005744662162162162,0.107,,,,,,
79,0.43049405,515.9430861253524,6.5334,0.000441445945945946,0.107,,,,,,
80,0.40839955,490.48151731201665,5.1796,0.00034997297297297296,0.107,,,,,,
81,0.39151483,471.1973873357824,3.9713,0.00026833108108108105,0.107,,,,,,
82,0.3763946,453.75076090646917,3.067,0.00020722972972972973,0.107,,,,,,
83,0.35056887,423.48382081850013,1.9901,0.0001344662162162162,0.107,,,,,,
84,0.33463265,405.2240041326526,0.90865,6.139527027027027e-05,0.106,,,,,,
85,0.31614385,383.69374795679437,-0.000343,-2.3175675675675675e-08,0.106,,,,,,
86,0.29317756,355.8197602600361,0.000213,1.4391891891891892e-08,0.106,,,,,,
87,0.27084594,328.7165906924395,0.000229,1.5472972972972972e-08,0.106,,,,,,
88,0.25346605,307.6232411542645,0.000177,1.1959459459459459e-08,0.106,,,,,,
89,0.23142734,280.8757338311456,2.6e-05,1.7567567567567566e-09,0.106,,,,,,
90,0.20793101,252.35960799897722,-0.000572,-3.864864864864865e-08,0.106,,,,,,
91,0.18919114,229.61501941213592,5.2e-05,3.5135135135135133e-09,0.106,,,,,,
92,0.17098131,207.5148879607047,-0.000489,-3.304054054054054e-08,0.105,,,,,,
93,0.147206,178.66011626743767,-0.00103,-6.95945945945946e-08,0.105,,,,,,
94,0.12546719,152.27636972216482,-0.000963,-6.506756756756757e-08,0.105,,,,,,
95,0.10629491,129.0075823236249,-0.000942,-6.364864864864866e-08,0.105,,,,,,
96,0.0850443,103.21649808026746,-0.001025,-6.925675675675677e-08,0.105,,,,,,
97,0.06419122,77.90788393846763,-0.001109,-7.493243243243243e-08,0.105,,,,,,
98,0.04407741,53.49627250956632,-0.000968,-6.540540540540541e-08,0.106,,,,,,
99,0.0251841,30.56605183545356,-0.000937,-6.331081081081082e-08,0.105,,,,,,
