,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo,pendiente_rampa
74,0.39801485,467.7885480746114,15.269,0.0010316891891891892,0.211,,,,,,
75,0.38622833,455.3966359550452,13.356,0.0009024324324324324,0.211,,,,,,
76,0.37511134,444.0403104014384,11.22,0.0007581081081081081,0.211,,,,,,
77,0.36378511,431.6367371336719,9.8773,0.0006673851351351351,0.211,,,,,,
78,0.3492856,415.94415817679794,7.9723,0.0005386689189189189,0.211,,,,,,
79,0.34010745,407.21533903745933,5.5619,0.000375804054054054,0.211,,,,,,
80,0.32742822,393.17927411772314,4.2096,0.0002844324324324324,0.212,,,,,,
81,0.34061658,413.3954703927937,-0.000317,-2.1418918918918918e-08,0.211,,,,,,
82,0.30370872,368.60253518801585,-0.001239,-8.371621621621622e-08,0.212,,,,,,
83,0.28996242,351.91917446409104,-0.001311,-8.858108108108108e-08,0.211,,,,,,
84,0.27166193,329.7085859489736,-0.001426,-9.635135135135135e-08,0.211,,,,,,
85,0.25610232,310.8243414479364,-0.001369,-9.25e-08,0.211,,,,,,
86,0.24196547,293.6667750191507,-0.001233,-8.331081081081081e-08,0.211,,,,,,
87,0.22641981,274.79899817483556,-0.000713,-4.8175675675675674e-08,0.211,,,,,,
88,0.21008606,254.97536138743044,-0.000812,-5.486486486486487e-08,0.211,,,,,,
89,0.19417774,235.66698301502709,0.000161,1.0878378378378379e-08,0.21,,,,,,
90,0.18093359,219.5928732497398,0.000281,1.8986486486486486e-08,0.21,,,,,,
91,0.16572968,201.14024615343695,0.000422,2.8513513513513516e-08,0.211,,,,,,
92,0.14784066,179.42842025992775,0.000932,6.297297297297298e-08,0.211,,,,,,
93,0.13334115,161.83067030305386,0.001103,7.452702702702703e-08,0.211,,,,,,
94,0.12040387,146.12879057563785,0.001431,9.668918918918919e-08,0.21,,,,,,
95,0.10370048,125.85637786344778,0.001488,1.0054054054054053e-07,0.21,,,,,,
96,0.08798744,106.78626841181064,0.001197,8.087837837837838e-08,0.21,,,,,,
97,0.07363439,89.36621914551138,0.001421,9.601351351351351e-08,0.21,,,,,,
98,0.05810268,70.51607495791832,0.001239,8.371621621621622e-08,0.21,,,,,,
99,0.04219436,51.208805585515,0.001103,7.452702702702703e-08,0.211,,,,,,
